"product_id","product_name","seller_id","avg_price","avg_cogs","total_quantity_sold","total_sales"
704,"Action Figures Set",25,29.99,3.9,"18","539.82"
704,"Action Figures Set",26,29.99,3.9,"2","59.98"
704,"Action Figures Set",27,29.99,3.9,"4","119.96"
704,"Action Figures Set",28,29.99,3.9,"7","209.93"
704,"Action Figures Set",29,29.99,3.9,"12","359.88"
704,"Action Figures Set",30,29.99,3.9,"2","59.98"
704,"Action Figures Set",31,29.99,3.9,"5","149.95"
704,"Action Figures Set",32,29.99,3.9,"6","179.94"
704,"Action Figures Set",33,29.99,3.9,"7","209.93"
704,"Action Figures Set",34,29.99,3.9,"5","149.95"
704,"Action Figures Set",39,29.99,3.9,"4","119.96"
704,"Action Figures Set",46,29.99,3.9,"3","89.97"
704,"Action Figures Set",47,29.99,3.9,"2","59.98"
679,"Activity Center",3,79.99,4,"7","559.93"
679,"Activity Center",4,79.99,4,"4","319.96"
679,"Activity Center",5,79.99,4,"6","479.94"
679,"Activity Center",6,79.99,4,"3","239.97"
679,"Activity Center",8,79.99,4,"9","719.91"
679,"Activity Center",9,79.99,4,"3","239.97"
679,"Activity Center",10,79.99,4,"4","319.96"
679,"Activity Center",11,79.99,4,"7","559.93"
679,"Activity Center",12,79.99,4,"10","799.90"
679,"Activity Center",13,79.99,4,"8","639.92"
679,"Activity Center",14,79.99,4,"3","239.97"
679,"Activity Center",15,79.99,4,"5","399.95"
679,"Activity Center",16,79.99,4,"10","799.90"
679,"Activity Center",17,79.99,4,"2","159.98"
679,"Activity Center",18,79.99,4,"1","79.99"
679,"Activity Center",20,79.99,4,"1","79.99"
679,"Activity Center",21,79.99,4,"11","879.89"
679,"Activity Center",22,79.99,4,"12","959.88"
679,"Activity Center",24,79.99,4,"4","319.96"
679,"Activity Center",25,79.99,4,"6","479.94"
679,"Activity Center",26,79.99,4,"3","239.97"
679,"Activity Center",27,79.99,4,"8","639.92"
679,"Activity Center",28,79.99,4,"12","959.88"
679,"Activity Center",29,79.99,4,"14","1119.86"
679,"Activity Center",30,79.99,4,"11","879.89"
679,"Activity Center",31,79.99,4,"3","239.97"
679,"Activity Center",32,79.99,4,"11","879.89"
679,"Activity Center",33,79.99,4,"7","559.93"
679,"Activity Center",34,79.99,4,"10","799.90"
679,"Activity Center",45,79.99,4,"4","319.96"
679,"Activity Center",46,79.99,4,"4","319.96"
517,"Adjustable Cooling Rack",1,22.99,4.6,"7","160.93"
517,"Adjustable Cooling Rack",5,22.99,4.6,"3","68.97"
517,"Adjustable Cooling Rack",6,22.99,4.6,"1","22.99"
517,"Adjustable Cooling Rack",7,22.99,4.6,"3","68.97"
517,"Adjustable Cooling Rack",12,22.99,4.6,"1","22.99"
517,"Adjustable Cooling Rack",15,22.99,4.6,"1","22.99"
517,"Adjustable Cooling Rack",17,22.99,4.6,"3","68.97"
517,"Adjustable Cooling Rack",31,22.99,4.6,"3","68.97"
517,"Adjustable Cooling Rack",32,22.99,4.6,"7","160.93"
517,"Adjustable Cooling Rack",46,22.99,4.6,"2","45.98"
545,"Adjustable Measuring Cup",2,18.99,5.7,"1","18.99"
545,"Adjustable Measuring Cup",3,18.99,5.7,"1","18.99"
545,"Adjustable Measuring Cup",4,18.99,5.7,"3","56.97"
545,"Adjustable Measuring Cup",5,18.99,5.7,"3","56.97"
545,"Adjustable Measuring Cup",16,18.99,5.7,"3","56.97"
545,"Adjustable Measuring Cup",25,18.99,5.7,"3","56.97"
545,"Adjustable Measuring Cup",28,18.99,5.7,"6","113.94"
545,"Adjustable Measuring Cup",29,18.99,5.7,"1","18.99"
545,"Adjustable Measuring Cup",33,18.99,5.7,"1","18.99"
482,"Adjustable Rolling Pin",3,19.99,8,"1","19.99"
482,"Adjustable Rolling Pin",6,19.99,8,"1","19.99"
482,"Adjustable Rolling Pin",8,19.99,8,"1","19.99"
482,"Adjustable Rolling Pin",20,19.99,8,"3","59.97"
482,"Adjustable Rolling Pin",21,19.99,8,"1","19.99"
482,"Adjustable Rolling Pin",22,19.99,8,"1","19.99"
482,"Adjustable Rolling Pin",26,19.99,8,"4","79.96"
482,"Adjustable Rolling Pin",30,19.99,8,"7","139.93"
482,"Adjustable Rolling Pin",31,19.99,8,"2","39.98"
482,"Adjustable Rolling Pin",44,19.99,8,"1","19.99"
443,"Air Fryer",1,89.99,24.3,"2","179.98"
443,"Air Fryer",6,89.99,24.3,"1","89.99"
443,"Air Fryer",7,89.99,24.3,"1","89.99"
443,"Air Fryer",9,89.99,24.3,"2","179.98"
443,"Air Fryer",22,89.99,24.3,"2","179.98"
443,"Air Fryer",35,89.99,24.3,"3","269.97"
159,"Amazon Echo Show 8",1,129.99,36.4,"4","519.96"
159,"Amazon Echo Show 8",2,129.99,36.4,"6","779.94"
159,"Amazon Echo Show 8",3,129.99,36.4,"6","779.94"
159,"Amazon Echo Show 8",4,129.99,36.4,"9","1169.91"
159,"Amazon Echo Show 8",5,129.99,36.4,"8","1039.92"
159,"Amazon Echo Show 8",8,129.99,36.4,"3","389.97"
159,"Amazon Echo Show 8",12,129.99,36.4,"1","129.99"
159,"Amazon Echo Show 8",14,129.99,36.4,"1","129.99"
159,"Amazon Echo Show 8",21,129.99,36.4,"3","389.97"
121,"Amazon Echo Studio",1,199.99,22,"9","1799.91"
121,"Amazon Echo Studio",2,199.99,22,"7","1399.93"
121,"Amazon Echo Studio",3,199.99000000000004,22,"15","2999.85"
121,"Amazon Echo Studio",4,199.99,22,"11","2199.89"
121,"Amazon Echo Studio",5,199.99,22,"7","1399.93"
121,"Amazon Echo Studio",10,199.99,22,"1","199.99"
215,"Anker Nebula Capsule",1,299.99,30,"2","599.98"
215,"Anker Nebula Capsule",2,299.99,30,"5","1499.95"
215,"Anker Nebula Capsule",3,299.99,30,"8","2399.92"
215,"Anker Nebula Capsule",4,299.98999999999995,30,"13","3899.87"
215,"Anker Nebula Capsule",5,299.99,30,"12","3599.88"
215,"Anker Nebula Capsule",20,299.99,30,"3","899.97"
215,"Anker Nebula Capsule",25,299.99,30,"1","299.99"
235,"Anker PowerCore 10000 Portable Charger",1,29.99,13.2,"5","149.95"
235,"Anker PowerCore 10000 Portable Charger",2,29.99,13.199999999999998,"3","89.97"
235,"Anker PowerCore 10000 Portable Charger",3,29.99,13.2,"8","239.92"
235,"Anker PowerCore 10000 Portable Charger",4,29.99,13.200000000000001,"6","179.94"
235,"Anker PowerCore 10000 Portable Charger",5,29.990000000000002,13.2,"13","389.87"
235,"Anker PowerCore 10000 Portable Charger",6,29.99,13.2,"3","89.97"
235,"Anker PowerCore 10000 Portable Charger",10,29.99,13.2,"1","29.99"
101,"Anker PowerCore 26800 Portable Charger",1,79.99,16.8,"10","799.90"
101,"Anker PowerCore 26800 Portable Charger",2,79.99,16.8,"9","719.91"
101,"Anker PowerCore 26800 Portable Charger",3,79.99,16.8,"11","879.89"
101,"Anker PowerCore 26800 Portable Charger",4,79.99,16.8,"9","719.91"
101,"Anker PowerCore 26800 Portable Charger",5,79.99,16.8,"12","959.88"
101,"Anker PowerCore 26800 Portable Charger",12,79.99,16.8,"2","159.98"
167,"Anker Soundcore Flare 2",1,99.99,39,"4","399.96"
167,"Anker Soundcore Flare 2",2,99.99,39,"10","999.90"
167,"Anker Soundcore Flare 2",3,99.99,39,"7","699.93"
167,"Anker Soundcore Flare 2",4,99.99,39,"10","999.90"
167,"Anker Soundcore Flare 2",5,99.99,39,"10","999.90"
167,"Anker Soundcore Flare 2",9,99.99,39,"2","199.98"
167,"Anker Soundcore Flare 2",10,99.99,39,"3","299.97"
167,"Anker Soundcore Flare 2",17,99.99,39,"1","99.99"
200,"Anker Soundcore Liberty Air 2 Pro",1,139.99,44.8,"4","559.96"
200,"Anker Soundcore Liberty Air 2 Pro",2,139.99,44.8,"5","699.95"
200,"Anker Soundcore Liberty Air 2 Pro",3,139.99,44.8,"1","139.99"
200,"Anker Soundcore Liberty Air 2 Pro",4,139.99,44.8,"4","559.96"
200,"Anker Soundcore Liberty Air 2 Pro",5,139.99,44.800000000000004,"8","1119.92"
200,"Anker Soundcore Liberty Air 2 Pro",8,139.99,44.8,"1","139.99"
200,"Anker Soundcore Liberty Air 2 Pro",9,139.99,44.8,"2","279.98"
200,"Anker Soundcore Liberty Air 2 Pro",25,139.99,44.8,"1","139.99"
270,"Anker Soundcore Motion+",1,89.99,32.4,"3","269.97"
270,"Anker Soundcore Motion+",2,89.99,32.4,"3","269.97"
270,"Anker Soundcore Motion+",4,89.99,32.4,"3","269.97"
270,"Anker Soundcore Motion+",5,89.99,32.4,"5","449.95"
270,"Anker Soundcore Motion+",6,89.99,32.4,"1","89.99"
270,"Anker Soundcore Motion+",17,89.99,32.4,"1","89.99"
270,"Anker Soundcore Motion+",25,89.99,32.4,"1","89.99"
1,"Apple AirPods 3rd Gen",1,199.99,78,"10","1999.90"
1,"Apple AirPods 3rd Gen",2,199.99,78,"9","1799.91"
1,"Apple AirPods 3rd Gen",3,199.99,78,"3","599.97"
1,"Apple AirPods 3rd Gen",4,199.99,78,"7","1399.93"
1,"Apple AirPods 3rd Gen",5,199.99,78,"47","9399.53"
1,"Apple AirPods 3rd Gen",17,199.99,78,"3","599.97"
1,"Apple AirPods 3rd Gen",21,199.99,78,"3","599.97"
1,"Apple AirPods 3rd Gen",22,199.99,78,"4","799.96"
1,"Apple AirPods 3rd Gen",23,199.99,78,"3","599.97"
1,"Apple AirPods 3rd Gen",24,199.99,78,"6","1199.94"
1,"Apple AirPods 3rd Gen",25,199.99,78,"6","1199.94"
1,"Apple AirPods 3rd Gen",26,199.99,78,"9","1799.91"
1,"Apple AirPods 3rd Gen",27,199.99,78,"6","1199.94"
1,"Apple AirPods 3rd Gen",28,199.99,78,"5","999.95"
1,"Apple AirPods 3rd Gen",29,199.99,78,"7","1399.93"
1,"Apple AirPods 3rd Gen",30,199.99,78,"6","1199.94"
1,"Apple AirPods 3rd Gen",31,199.99,78,"7","1399.93"
1,"Apple AirPods 3rd Gen",32,199.99,78,"3","599.97"
1,"Apple AirPods 3rd Gen",33,199.99,78,"5","999.95"
1,"Apple AirPods 3rd Gen",34,199.99,78,"4","799.96"
1,"Apple AirPods 3rd Gen",35,199.99,78,"6","1199.94"
2,"Apple AirPods Max",1,549.99,231,"6","3299.94"
2,"Apple AirPods Max",2,549.9899999999999,231,"13","7149.87"
2,"Apple AirPods Max",3,549.9899999999999,231,"13","7149.87"
2,"Apple AirPods Max",4,549.99,231,"4","2199.96"
2,"Apple AirPods Max",5,549.9899999999999,231,"6","3299.94"
2,"Apple AirPods Max",6,549.99,231,"20","10999.8"
2,"Apple AirPods Max",7,549.99,231,"1","549.99"
2,"Apple AirPods Max",9,549.99,231,"3","1649.97"
2,"Apple AirPods Max",20,549.9899999999999,231,"10","5499.90"
2,"Apple AirPods Max",21,549.99,231,"3","1649.97"
2,"Apple AirPods Max",22,549.9899999999999,231,"6","3299.94"
2,"Apple AirPods Max",23,549.9899999999999,231,"11","6049.89"
2,"Apple AirPods Max",24,549.99,231,"1","549.99"
2,"Apple AirPods Max",25,549.99,231,"5","2749.95"
2,"Apple AirPods Max",26,549.9899999999999,231,"8","4399.92"
2,"Apple AirPods Max",27,549.9899999999999,231,"7","3849.93"
2,"Apple AirPods Max",28,549.9899999999999,231,"6","3299.94"
2,"Apple AirPods Max",29,549.9899999999999,231,"6","3299.94"
2,"Apple AirPods Max",30,549.99,231,"2","1099.98"
2,"Apple AirPods Max",31,549.99,231,"5","2749.95"
2,"Apple AirPods Max",32,549.9899999999999,231,"6","3299.94"
2,"Apple AirPods Max",33,549.99,231,"5","2749.95"
2,"Apple AirPods Max",34,549.9899999999999,231,"6","3299.94"
2,"Apple AirPods Max",35,549.99,231,"5","2749.95"
3,"Apple AirPods Pro",1,249.99,112.5,"6","1499.94"
3,"Apple AirPods Pro",2,249.99,112.5,"4","999.96"
3,"Apple AirPods Pro",3,249.98999999999992,112.5,"23","5749.77"
3,"Apple AirPods Pro",4,249.99,112.5,"9","2249.91"
3,"Apple AirPods Pro",5,249.99,112.5,"5","1249.95"
3,"Apple AirPods Pro",7,249.99,112.5,"15","3749.85"
3,"Apple AirPods Pro",16,249.99,112.5,"3","749.97"
3,"Apple AirPods Pro",19,249.99,112.5,"1","249.99"
3,"Apple AirPods Pro",20,249.99,112.5,"6","1499.94"
3,"Apple AirPods Pro",21,249.99,112.5,"3","749.97"
3,"Apple AirPods Pro",22,249.99,112.5,"5","1249.95"
3,"Apple AirPods Pro",23,249.99,112.5,"3","749.97"
3,"Apple AirPods Pro",24,249.99,112.5,"7","1749.93"
3,"Apple AirPods Pro",25,249.99,112.5,"3","749.97"
3,"Apple AirPods Pro",26,249.99,112.5,"3","749.97"
3,"Apple AirPods Pro",27,249.99,112.5,"3","749.97"
3,"Apple AirPods Pro",28,249.98999999999998,112.5,"9","2249.91"
3,"Apple AirPods Pro",29,249.99,112.5,"8","1999.92"
3,"Apple AirPods Pro",30,249.99,112.5,"5","1249.95"
3,"Apple AirPods Pro",31,249.99,112.5,"8","1999.92"
3,"Apple AirPods Pro",32,249.98999999999998,112.5,"9","2249.91"
3,"Apple AirPods Pro",33,249.99,112.5,"1","249.99"
3,"Apple AirPods Pro",34,249.99,112.5,"5","1249.95"
3,"Apple AirPods Pro",35,249.99,112.5,"6","1499.94"
4,"Apple AirPods Pro 2nd Gen",1,249.99,17.5,"12","2999.88"
4,"Apple AirPods Pro 2nd Gen",2,249.98999999999992,17.5,"16","3999.84"
4,"Apple AirPods Pro 2nd Gen",3,249.99,17.5,"6","1499.94"
4,"Apple AirPods Pro 2nd Gen",4,249.99,17.5,"3","749.97"
4,"Apple AirPods Pro 2nd Gen",5,249.99,17.5,"7","1749.93"
4,"Apple AirPods Pro 2nd Gen",7,249.99,17.5,"3","749.97"
4,"Apple AirPods Pro 2nd Gen",20,249.99,17.5,"7","1749.93"
4,"Apple AirPods Pro 2nd Gen",21,249.99,17.5,"7","1749.93"
4,"Apple AirPods Pro 2nd Gen",22,249.99,17.5,"8","1999.92"
4,"Apple AirPods Pro 2nd Gen",23,249.99,17.5,"6","1499.94"
4,"Apple AirPods Pro 2nd Gen",24,249.99,17.5,"3","749.97"
4,"Apple AirPods Pro 2nd Gen",25,249.99,17.5,"7","1749.93"
4,"Apple AirPods Pro 2nd Gen",26,249.99,17.5,"5","1249.95"
4,"Apple AirPods Pro 2nd Gen",27,249.99,17.5,"6","1499.94"
4,"Apple AirPods Pro 2nd Gen",28,249.99,17.5,"5","1249.95"
4,"Apple AirPods Pro 2nd Gen",29,249.99,17.5,"8","1999.92"
4,"Apple AirPods Pro 2nd Gen",30,249.99,17.5,"3","749.97"
4,"Apple AirPods Pro 2nd Gen",31,249.99,17.5,"6","1499.94"
4,"Apple AirPods Pro 2nd Gen",32,249.99,17.5,"7","1749.93"
4,"Apple AirPods Pro 2nd Gen",33,249.99,17.5,"6","1499.94"
4,"Apple AirPods Pro 2nd Gen",34,249.99,17.5,"4","999.96"
4,"Apple AirPods Pro 2nd Gen",35,249.99,17.5,"6","1499.94"
5,"Apple AirPods Pro 2nd Generation",1,249.99,20,"4","999.96"
5,"Apple AirPods Pro 2nd Generation",2,249.99,20,"9","2249.91"
5,"Apple AirPods Pro 2nd Generation",3,249.99,20,"5","1249.95"
5,"Apple AirPods Pro 2nd Generation",4,249.98999999999992,20,"16","3999.84"
5,"Apple AirPods Pro 2nd Generation",5,249.99,20,"6","1499.94"
5,"Apple AirPods Pro 2nd Generation",12,249.99,20,"1","249.99"
5,"Apple AirPods Pro 2nd Generation",13,249.99,20,"1","249.99"
5,"Apple AirPods Pro 2nd Generation",17,249.99,20,"1","249.99"
5,"Apple AirPods Pro 2nd Generation",18,249.99,20,"2","499.98"
5,"Apple AirPods Pro 2nd Generation",20,249.99,20,"7","1749.93"
5,"Apple AirPods Pro 2nd Generation",21,249.99,20,"2","499.98"
5,"Apple AirPods Pro 2nd Generation",22,249.99,20,"4","999.96"
5,"Apple AirPods Pro 2nd Generation",23,249.99,20,"2","499.98"
5,"Apple AirPods Pro 2nd Generation",24,249.98999999999998,20,"9","2249.91"
5,"Apple AirPods Pro 2nd Generation",25,249.99,20,"4","999.96"
5,"Apple AirPods Pro 2nd Generation",26,249.99,20,"6","1499.94"
5,"Apple AirPods Pro 2nd Generation",27,249.99,20,"8","1999.92"
5,"Apple AirPods Pro 2nd Generation",28,249.98999999999995,20,"10","2499.90"
5,"Apple AirPods Pro 2nd Generation",29,249.99,20,"2","499.98"
5,"Apple AirPods Pro 2nd Generation",30,249.99,20,"2","499.98"
5,"Apple AirPods Pro 2nd Generation",31,249.98999999999998,20,"9","2249.91"
5,"Apple AirPods Pro 2nd Generation",32,249.99,20,"4","999.96"
5,"Apple AirPods Pro 2nd Generation",33,249.99,20,"4","999.96"
5,"Apple AirPods Pro 2nd Generation",34,249.99,20,"4","999.96"
5,"Apple AirPods Pro 2nd Generation",35,249.99,20,"8","1999.92"
20,"Apple MacBook Air 2020",1,999.9900000000001,270,"3","2999.97"
20,"Apple MacBook Air 2020",2,999.99,270,"3","2999.97"
20,"Apple MacBook Air 2020",3,999.99,270,"13","12999.87"
20,"Apple MacBook Air 2020",4,999.9899999999999,270,"8","7999.92"
20,"Apple MacBook Air 2020",5,999.9900000000001,270,"4","3999.96"
20,"Apple MacBook Air 2020",15,999.99,270,"1","999.99"
20,"Apple MacBook Air 2020",19,999.99,270,"4","3999.96"
20,"Apple MacBook Air 2020",22,999.9900000000001,270,"3","2999.97"
20,"Apple MacBook Air 2020",23,999.9900000000001,270,"3","2999.97"
20,"Apple MacBook Air 2020",24,999.99,270,"2","1999.98"
20,"Apple MacBook Air 2020",25,999.99,270,"1","999.99"
20,"Apple MacBook Air 2020",26,999.9900000000001,270,"3","2999.97"
20,"Apple MacBook Air 2020",28,999.9899999999999,270,"7","6999.93"
20,"Apple MacBook Air 2020",29,999.99,270,"1","999.99"
20,"Apple MacBook Air 2020",31,999.99,270,"1","999.99"
20,"Apple MacBook Air 2020",32,999.99,270,"2","1999.98"
20,"Apple MacBook Air 2020",33,999.9900000000001,270,"3","2999.97"
20,"Apple MacBook Air 2020",34,999.99,270,"2","1999.98"
20,"Apple MacBook Air 2020",35,999.99,270,"5","4999.95"
21,"Apple MacBook Air M1",1,999.9899999999999,220,"9","8999.91"
21,"Apple MacBook Air M1",2,999.99,220,"5","4999.95"
21,"Apple MacBook Air M1",3,999.9899999999999,220,"7","6999.93"
21,"Apple MacBook Air M1",4,999.9899999999999,220,"10","9999.90"
21,"Apple MacBook Air M1",5,999.9900000000001,220,"3","2999.97"
21,"Apple MacBook Air M1",6,999.99,220,"3","2999.97"
21,"Apple MacBook Air M1",9,999.9900000000001,220,"6","5999.94"
21,"Apple MacBook Air M1",12,999.99,220,"1","999.99"
21,"Apple MacBook Air M1",16,999.99,220,"1","999.99"
21,"Apple MacBook Air M1",20,999.99,220,"5","4999.95"
21,"Apple MacBook Air M1",21,999.99,220,"2","1999.98"
21,"Apple MacBook Air M1",22,999.99,220,"1","999.99"
21,"Apple MacBook Air M1",23,999.99,220,"2","1999.98"
21,"Apple MacBook Air M1",24,999.9900000000001,220,"3","2999.97"
21,"Apple MacBook Air M1",26,999.99,220,"1","999.99"
21,"Apple MacBook Air M1",27,999.99,220,"1","999.99"
21,"Apple MacBook Air M1",28,999.99,220,"1","999.99"
21,"Apple MacBook Air M1",29,999.99,220,"1","999.99"
21,"Apple MacBook Air M1",30,999.99,220,"2","1999.98"
21,"Apple MacBook Air M1",31,999.99,220,"1","999.99"
21,"Apple MacBook Air M1",34,999.9900000000001,220,"3","2999.97"
21,"Apple MacBook Air M1",35,999.99,220,"2","1999.98"
22,"Apple MacBook Air M2",1,1299.99,390,"4","5199.96"
22,"Apple MacBook Air M2",2,1299.99,390,"9","11699.91"
22,"Apple MacBook Air M2",3,1299.99,390,"8","10399.92"
22,"Apple MacBook Air M2",4,1299.99,390,"3","3899.97"
22,"Apple MacBook Air M2",5,1299.99,390,"10","12999.90"
