product_id,product_name,seller_id,avg_price,avg_cogs,total_quantity_sold,total_sales,campaign_id,company_type,budget_percentage,marketing_budget,actual_spend,projected_sales,uplift_percentage,campaign_name,start_date,end_date,marketing_channel
127,Acer Nitro 5 Gaming Laptop,4.0,1099.99,319.0,12.0,13199.88,229.0,Established,7.28,960.77,960.77,1178.81,22.69,,,,
127,Acer Nitro 5 Gaming Laptop,5.0,1099.99,319.0,6.0,6599.94,698.0,Aggressive Growth,18.61,1228.51,1228.51,1595.95,29.91,,,,
127,Acer Nitro 5 Gaming Laptop,7.0,1099.99,319.0,1.0,1099.99,500.0,Established,7.56,83.16,83.16,100.99,21.44,,,,
127,Acer Nitro 5 Gaming Laptop,11.0,1099.99,319.0,3.0,3299.97,170.0,Established,7.84,258.86,258.86,297.57,14.95,,,,
127,Acer Nitro 5 Gaming Laptop,12.0,1099.99,319.0,2.0,2199.98,612.0,Aggressive Growth,15.58,342.7,342.7,385.99,12.63,,,,
127,Acer Nitro 5 Gaming Laptop,16.0,1099.99,319.0,2.0,2199.98,311.0,Established,7.53,165.58,165.58,212.4,28.28,,,,
111,Acer Predator Helios 300,1.0,1399.99,168.0,9.0,12599.91,484.0,Aggressive Growth,18.18,2290.35,2290.35,2879.35,25.72,,,,
111,Acer Predator Helios 300,2.0,1399.99,168.0,8.0,11199.92,548.0,Aggressive Growth,19.5,2184.0,2184.0,2377.37,8.85,,,,
111,Acer Predator Helios 300,3.0,1399.99,168.0,8.0,11199.92,546.0,Aggressive Growth,16.32,1827.37,1827.37,2365.71,29.46,,,,
111,Acer Predator Helios 300,4.0,1399.99,168.0,7.0,9799.93,733.0,Established,7.32,717.4,717.4,872.87,21.67,,,,
111,Acer Predator Helios 300,5.0,1399.99,168.0,9.0,12599.91,722.0,Established,7.71,971.11,971.11,1248.14,28.53,,,,
111,Acer Predator Helios 300,21.0,1399.99,168.0,3.0,4199.97,258.0,Aggressive Growth,15.14,636.05,636.05,823.05,29.4,,,,
111,Acer Predator Helios 300,23.0,1399.99,168.0,2.0,2799.98,212.0,Established,7.5,209.99,209.99,267.0,27.15,,,,
146,Acer Predator X34 Monitor,1.0,1099.99,264.0,5.0,5499.95,545.0,Aggressive Growth,18.81,1034.38,1034.38,1168.85,13.0,,,,
146,Acer Predator X34 Monitor,2.0,1099.99,264.0,11.0,12099.89,237.0,Established,7.9,956.15,956.15,1230.81,28.73,,,,
146,Acer Predator X34 Monitor,3.0,1099.99,264.0,6.0,6599.94,600.0,Aggressive Growth,19.44,1283.11,1283.11,1447.98,12.85,,,,
146,Acer Predator X34 Monitor,4.0,1099.99,264.0,2.0,2199.98,679.0,Established,7.5,165.06,165.06,209.11,26.69,,,,
146,Acer Predator X34 Monitor,5.0,1099.99,264.0,6.0,6599.94,80.0,Aggressive Growth,17.12,1129.74,1129.74,1444.3,27.84,,,,
146,Acer Predator X34 Monitor,7.0,1099.99,264.0,2.0,2199.98,95.0,Aggressive Growth,19.77,434.85,434.85,480.54,10.51,,,,
146,Acer Predator X34 Monitor,12.0,1099.99,264.0,3.0,3299.97,317.0,Aggressive Growth,15.01,495.21,495.21,614.11,24.01,,,,
561,Action Figures,1.0,24.99,2.75,4.0,99.96,621.0,Aggressive Growth,16.22,16.21,16.21,19.97,23.18,,,,
561,Action Figures,2.0,24.99,2.75,5.0,124.95,271.0,Aggressive Growth,15.36,19.19,19.19,22.76,18.59,,,,
561,Action Figures,5.0,24.99,2.75,3.0,74.97,74.0,Aggressive Growth,15.78,11.83,11.83,12.71,7.43,,,,
561,Action Figures,20.0,24.99,2.75,3.0,74.97,638.0,Aggressive Growth,18.5,13.87,13.87,15.65,12.86,,,,
561,Action Figures,21.0,24.99,2.75,2.0,49.98,727.0,Established,7.31,3.65,3.65,4.21,15.25,,,,
561,Action Figures,23.0,24.99,2.75,1.0,24.99,489.0,Established,7.58,1.89,1.89,2.22,17.62,,,,
561,Action Figures,24.0,24.99,2.75,1.0,24.99,587.0,Established,7.37,1.84,1.84,2.13,15.54,,,,
561,Action Figures,35.0,24.99,2.75,4.0,99.96,26.0,Established,7.12,7.12,7.12,7.89,10.81,,,,
704,Action Figures Set,2.0,29.99,3.9,2.0,59.98,619.0,Established,7.2,4.32,4.32,5.08,17.6,,,,
704,Action Figures Set,3.0,29.99,3.9,7.0,209.93,555.0,Aggressive Growth,18.24,38.28,38.28,40.27,5.19,,,,
704,Action Figures Set,4.0,29.99,3.9,6.0,179.94,693.0,Aggressive Growth,16.2,29.16,29.16,36.91,26.59,,,,
704,Action Figures Set,5.0,29.99,3.9,16.0,479.84,501.0,Established,7.65,36.72,36.72,42.63,16.11,,,,
704,Action Figures Set,6.0,29.99,3.9,6.0,179.94,174.0,Aggressive Growth,18.51,33.31,33.31,39.88,19.74,,,,
704,Action Figures Set,7.0,29.99,3.9,4.0,119.96,395.0,Aggressive Growth,17.93,21.51,21.51,22.62,5.15,,,,
704,Action Figures Set,8.0,29.99,3.9,6.0,179.94,15.0,Aggressive Growth,15.5,27.89,27.89,29.46,5.64,,,,
704,Action Figures Set,9.0,29.99,3.9,2.0,59.98,39.0,Aggressive Growth,18.67,11.2,11.2,12.84,14.68,,,,
704,Action Figures Set,12.0,29.99,3.9,2.0,59.98,39.0,Aggressive Growth,16.37,9.82,9.82,12.07,22.86,,,,
704,Action Figures Set,13.0,29.99,3.9,3.0,89.97,282.0,Aggressive Growth,19.35,17.41,17.41,22.04,26.62,,,,
704,Action Figures Set,14.0,29.99,3.9,8.0,239.92,5.0,Aggressive Growth,15.58,37.37,37.37,45.43,21.57,,,,
704,Action Figures Set,15.0,29.99,3.9,18.0,539.82,624.0,Aggressive Growth,19.48,105.17,105.17,120.66,14.72,,,,
704,Action Figures Set,16.0,29.99,3.9,13.0,389.87,215.0,Established,7.74,30.18,30.18,37.39,23.91,,,,
704,Action Figures Set,17.0,29.99,3.9,6.0,179.94,557.0,Established,7.9,14.21,14.21,17.99,26.61,,,,
704,Action Figures Set,18.0,29.99,3.9,8.0,239.92,117.0,Established,7.77,18.65,18.65,20.5,9.9,,,,
704,Action Figures Set,19.0,29.99,3.9,3.0,89.97,268.0,Aggressive Growth,15.4,13.86,13.86,15.02,8.38,,,,
704,Action Figures Set,20.0,29.99,3.9,10.0,299.9,264.0,Aggressive Growth,18.56,55.67,55.67,69.37,24.62,,,,
704,Action Figures Set,21.0,29.99,3.9,20.0,599.8,685.0,Aggressive Growth,17.88,107.25,107.25,116.09,8.25,,,,
704,Action Figures Set,22.0,29.99,3.9,8.0,239.92,482.0,Aggressive Growth,18.07,43.35,43.35,53.04,22.36,,,,
704,Action Figures Set,23.0,29.99,3.9,5.0,149.95,470.0,Established,7.85,11.77,11.77,13.3,13.04,,,,
704,Action Figures Set,24.0,29.99,3.9,5.0,149.95,359.0,Established,7.7,11.55,11.55,12.8,10.8,,,,
704,Action Figures Set,25.0,29.99,3.9,18.0,539.82,363.0,Aggressive Growth,15.48,83.59,83.59,98.22,17.5,,,,
704,Action Figures Set,26.0,29.99,3.9,2.0,59.98,735.0,Aggressive Growth,15.45,9.27,9.27,10.88,17.35,,,,
704,Action Figures Set,27.0,29.99,3.9,4.0,119.96,261.0,Aggressive Growth,17.79,21.34,21.34,25.79,20.88,,,,
704,Action Figures Set,28.0,29.99,3.9,7.0,209.93,358.0,Established,7.57,15.9,15.9,18.94,19.12,,,,
704,Action Figures Set,29.0,29.99,3.9,12.0,359.88,118.0,Established,7.2,25.91,25.91,32.09,23.86,,,,
704,Action Figures Set,30.0,29.99,3.9,2.0,59.98,329.0,Established,7.92,4.75,4.75,5.55,16.83,,,,
704,Action Figures Set,31.0,29.99,3.9,5.0,149.95,4.0,Established,7.2,10.8,10.8,13.83,28.09,,,,
704,Action Figures Set,32.0,29.99,3.9,6.0,179.94,308.0,Aggressive Growth,18.51,33.31,33.31,36.18,8.63,,,,
704,Action Figures Set,33.0,29.99,3.9,7.0,209.93,259.0,Established,7.44,15.62,15.62,19.36,23.92,,,,
704,Action Figures Set,34.0,29.99,3.9,5.0,149.95,352.0,Established,7.74,11.6,11.6,12.34,6.36,,,,
704,Action Figures Set,39.0,29.99,3.9,4.0,119.96,3.0,Established,7.83,9.39,9.39,11.45,21.89,,,,
704,Action Figures Set,46.0,29.99,3.9,3.0,89.97,212.0,Established,7.11,6.4,6.4,7.65,19.53,,,,
704,Action Figures Set,47.0,29.99,3.9,2.0,59.98,374.0,Established,7.16,4.3,4.3,4.63,7.64,,,,
679,Activity Center,3.0,79.99,4.0,7.0,559.93,575.0,Established,7.36,41.19,41.19,46.09,11.89,,,,
679,Activity Center,4.0,79.99,4.0,4.0,319.96,219.0,Aggressive Growth,17.03,54.5,54.5,58.18,6.75,,,,
679,Activity Center,5.0,79.99,4.0,6.0,479.94,88.0,Aggressive Growth,18.94,90.88,90.88,110.67,21.77,,,,
679,Activity Center,6.0,79.99,4.0,3.0,239.97,541.0,Established,7.89,18.94,18.94,22.17,17.06,,,,
679,Activity Center,8.0,79.99,4.0,9.0,719.91,201.0,Established,7.14,51.42,51.42,61.67,19.93,,,,
679,Activity Center,9.0,79.99,4.0,3.0,239.97,277.0,Established,7.81,18.74,18.74,22.52,20.16,,,,
679,Activity Center,10.0,79.99,4.0,4.0,319.96,81.0,Established,7.5,24.01,24.01,28.14,17.19,,,,
679,Activity Center,11.0,79.99,4.0,7.0,559.93,577.0,Aggressive Growth,19.25,107.81,107.81,138.98,28.91,,,,
679,Activity Center,12.0,79.99,4.0,10.0,799.9,150.0,Aggressive Growth,19.29,154.27,154.27,195.66,26.83,,,,
679,Activity Center,13.0,79.99,4.0,8.0,639.92,503.0,Established,7.82,50.03,50.03,61.83,23.59,,,,
679,Activity Center,14.0,79.99,4.0,3.0,239.97,695.0,Aggressive Growth,19.49,46.77,46.77,57.98,23.97,,,,
679,Activity Center,15.0,79.99,4.0,5.0,399.95,142.0,Established,7.07,28.28,28.28,32.74,15.76,,,,
679,Activity Center,16.0,79.99,4.0,10.0,799.9,497.0,Established,7.15,57.22,57.22,71.94,25.73,,,,
679,Activity Center,17.0,79.99,4.0,2.0,159.98,606.0,Aggressive Growth,19.27,30.82,30.82,37.42,21.4,,,,
679,Activity Center,18.0,79.99,4.0,1.0,79.99,654.0,Established,7.05,5.64,5.64,6.69,18.63,,,,
679,Activity Center,20.0,79.99,4.0,1.0,79.99,29.0,Aggressive Growth,18.19,14.55,14.55,18.07,24.16,,,,
679,Activity Center,21.0,79.99,4.0,11.0,879.89,107.0,Aggressive Growth,18.59,163.61,163.61,195.4,19.43,,,,
679,Activity Center,22.0,79.99,4.0,12.0,959.88,5.0,Established,7.1,68.19,68.19,80.36,17.85,,,,
679,Activity Center,24.0,79.99,4.0,4.0,319.96,734.0,Aggressive Growth,15.08,48.25,48.25,57.48,19.13,,,,
679,Activity Center,25.0,79.99,4.0,6.0,479.94,378.0,Aggressive Growth,16.79,80.56,80.56,98.64,22.45,,,,
679,Activity Center,26.0,79.99,4.0,3.0,239.97,410.0,Aggressive Growth,17.92,43.0,43.0,46.51,8.16,,,,
679,Activity Center,27.0,79.99,4.0,8.0,639.92,289.0,Aggressive Growth,17.0,108.79,108.79,133.38,22.6,,,,
679,Activity Center,28.0,79.99,4.0,12.0,959.88,97.0,Established,7.46,71.65,71.65,81.36,13.55,,,,
679,Activity Center,29.0,79.99,4.0,14.0,1119.86,656.0,Aggressive Growth,17.42,195.05,195.05,230.81,18.33,,,,
679,Activity Center,30.0,79.99,4.0,11.0,879.89,674.0,Aggressive Growth,15.97,140.48,140.48,165.23,17.62,,,,
679,Activity Center,31.0,79.99,4.0,3.0,239.97,45.0,Aggressive Growth,19.45,46.67,46.67,53.4,14.43,,,,
679,Activity Center,32.0,79.99,4.0,11.0,879.89,437.0,Aggressive Growth,17.92,157.64,157.64,169.28,7.39,,,,
679,Activity Center,33.0,79.99,4.0,7.0,559.93,220.0,Aggressive Growth,19.48,109.1,109.1,127.42,16.79,,,,
679,Activity Center,34.0,79.99,4.0,10.0,799.9,454.0,Aggressive Growth,16.02,128.17,128.17,139.11,8.54,,,,
679,Activity Center,45.0,79.99,4.0,4.0,319.96,241.0,Established,7.42,23.73,23.73,29.28,23.37,,,,
679,Activity Center,46.0,79.99,4.0,4.0,319.96,464.0,Established,7.67,24.54,24.54,31.38,27.86,,,,
517,Adjustable Cooling Rack,1.0,22.99,4.6,7.0,160.93,464.0,Aggressive Growth,17.88,28.77,28.77,33.92,17.89,,,,
517,Adjustable Cooling Rack,5.0,22.99,4.6,3.0,68.97,19.0,Established,7.82,5.39,5.39,6.12,13.55,,,,
517,Adjustable Cooling Rack,6.0,22.99,4.6,1.0,22.99,505.0,Established,7.26,1.67,1.67,1.94,15.97,,,,
517,Adjustable Cooling Rack,7.0,22.99,4.6,3.0,68.97,255.0,Established,7.35,5.07,5.07,5.75,13.42,,,,
517,Adjustable Cooling Rack,12.0,22.99,4.6,1.0,22.99,481.0,Established,7.13,1.64,1.64,1.94,18.01,,,,
517,Adjustable Cooling Rack,15.0,22.99,4.6,1.0,22.99,542.0,Established,7.19,1.65,1.65,1.8,9.27,,,,
517,Adjustable Cooling Rack,17.0,22.99,4.6,3.0,68.97,287.0,Aggressive Growth,16.44,11.34,11.34,13.13,15.77,,,,
517,Adjustable Cooling Rack,31.0,22.99,4.6,3.0,68.97,534.0,Aggressive Growth,15.14,10.44,10.44,13.28,27.19,,,,
517,Adjustable Cooling Rack,32.0,22.99,4.6,7.0,160.93,200.0,Established,7.45,11.98,11.98,12.77,6.63,,,,
517,Adjustable Cooling Rack,46.0,22.99,4.6,2.0,45.98,490.0,Aggressive Growth,16.44,7.56,7.56,9.68,28.1,,,,
545,Adjustable Measuring Cup,2.0,18.99,5.7,1.0,18.99,533.0,Established,7.07,1.34,1.34,1.5,11.89,,,,
545,Adjustable Measuring Cup,3.0,18.99,5.7,1.0,18.99,123.0,Aggressive Growth,17.56,3.33,3.33,4.22,26.79,,,,
545,Adjustable Measuring Cup,4.0,18.99,5.7,3.0,56.97,321.0,Established,7.44,4.24,4.24,5.05,19.13,,,,
545,Adjustable Measuring Cup,5.0,18.99,5.7,3.0,56.97,376.0,Aggressive Growth,19.92,11.35,11.35,13.15,15.84,,,,
545,Adjustable Measuring Cup,16.0,18.99,5.7,3.0,56.97,460.0,Aggressive Growth,19.32,11.01,11.01,11.61,5.47,,,,
545,Adjustable Measuring Cup,25.0,18.99,5.7,3.0,56.97,706.0,Aggressive Growth,16.06,9.15,9.15,10.72,17.15,,,,
545,Adjustable Measuring Cup,28.0,18.99,5.7,6.0,113.94,301.0,Established,7.86,8.96,8.96,11.45,27.84,,,,
545,Adjustable Measuring Cup,29.0,18.99,5.7,1.0,18.99,311.0,Established,7.7,1.46,1.46,1.69,15.7,,,,
545,Adjustable Measuring Cup,33.0,18.99,5.7,1.0,18.99,658.0,Aggressive Growth,17.28,3.28,3.28,3.5,6.83,,,,
482,Adjustable Rolling Pin,3.0,19.99,8.0,1.0,19.99,365.0,Aggressive Growth,17.34,3.47,3.47,3.9,12.52,,,,
482,Adjustable Rolling Pin,6.0,19.99,8.0,1.0,19.99,755.0,Aggressive Growth,16.38,3.27,3.27,3.98,21.73,,,,
482,Adjustable Rolling Pin,8.0,19.99,8.0,1.0,19.99,300.0,Aggressive Growth,19.65,3.93,3.93,4.36,10.88,,,,
482,Adjustable Rolling Pin,20.0,19.99,8.0,3.0,59.97,64.0,Established,7.48,4.49,4.49,5.44,21.14,,,,
482,Adjustable Rolling Pin,21.0,19.99,8.0,1.0,19.99,239.0,Aggressive Growth,17.4,3.48,3.48,3.94,13.31,,,,
482,Adjustable Rolling Pin,22.0,19.99,8.0,1.0,19.99,186.0,Established,7.61,1.52,1.52,1.65,8.64,,,,
482,Adjustable Rolling Pin,26.0,19.99,8.0,4.0,79.96,762.0,Established,7.41,5.92,5.92,7.41,25.12,,,,
482,Adjustable Rolling Pin,30.0,19.99,8.0,7.0,139.93,13.0,Established,7.94,11.12,11.12,12.59,13.2,,,,
482,Adjustable Rolling Pin,31.0,19.99,8.0,2.0,39.98,724.0,Established,7.96,3.18,3.18,4.01,26.2,,,,
482,Adjustable Rolling Pin,44.0,19.99,8.0,1.0,19.99,379.0,Established,7.5,1.5,1.5,1.61,7.17,,,,
443,Air Fryer,1.0,89.99,24.3,2.0,179.98,535.0,Established,7.69,13.84,13.84,15.83,14.39,,,,
443,Air Fryer,6.0,89.99,24.3,1.0,89.99,693.0,Established,7.0,6.3,6.3,7.42,17.71,,,,
443,Air Fryer,7.0,89.99,24.3,1.0,89.99,705.0,Aggressive Growth,17.65,15.88,15.88,19.16,20.65,,,,
443,Air Fryer,9.0,89.99,24.3,2.0,179.98,545.0,Aggressive Growth,18.14,32.64,32.64,36.96,13.24,,,,
443,Air Fryer,22.0,89.99,24.3,2.0,179.98,678.0,Established,7.66,13.79,13.79,17.26,25.18,,,,
443,Air Fryer,35.0,89.99,24.3,3.0,269.97,720.0,Established,7.06,19.07,19.07,21.81,14.39,,,,
159,Amazon Echo Show 8,1.0,129.99,36.4,4.0,519.96,662.0,Aggressive Growth,16.75,87.11,87.11,97.08,11.45,,,,
159,Amazon Echo Show 8,2.0,129.99,36.4,6.0,779.94,638.0,Aggressive Growth,17.56,136.94,136.94,170.97,24.85,,,,
159,Amazon Echo Show 8,3.0,129.99,36.4,6.0,779.94,79.0,Aggressive Growth,17.69,137.99,137.99,169.24,22.65,,,,
159,Amazon Echo Show 8,4.0,129.99,36.4,9.0,1169.91,250.0,Established,7.28,85.22,85.22,99.24,16.45,,,,
159,Amazon Echo Show 8,5.0,129.99,36.4,8.0,1039.92,424.0,Established,7.85,81.64,81.64,93.56,14.6,,,,
159,Amazon Echo Show 8,8.0,129.99,36.4,3.0,389.97,633.0,Established,7.79,30.39,30.39,34.91,14.86,,,,
159,Amazon Echo Show 8,12.0,129.99,36.4,1.0,129.99,652.0,Established,7.26,9.43,9.43,11.35,20.38,,,,
159,Amazon Echo Show 8,14.0,129.99,36.4,1.0,129.99,610.0,Aggressive Growth,18.58,24.15,24.15,29.16,20.76,,,,
